"Prihodi in prenoèitve turistov po: VRSTE OBÈIN, VRSTE NASTANITVENIH"
"OBJEKTOV, DRŽAVE, LETO , MERITVE"

" ";" ";" ";" ";"Prihodi turistov - SKUPAJ";"Prenoèitve turistov - SKUPAJ"
"Zdraviliške obèine"
" ";"Hoteli"
" ";" ";" ";"2014";354;581
" ";" ";" ";"2015";401;689
" ";" ";" ";"2016";474;913
" ";" ";" ";"2017";569;1066
" ";" ";"Estonija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";32;62
" ";" ";" ";"2011";58;111
" ";" ";" ";"2012";64;174
" ";" ";" ";"2013";87;118
" ";" ";" ";"2014";88;133
" ";" ";" ";"2015";109;206
" ";" ";" ";"2016";93;157
" ";" ";" ";"2017";73;107
" ";" ";"Finska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";561;966
" ";" ";" ";"2011";531;1015
" ";" ";" ";"2012";485;827
" ";" ";" ";"2013";719;1326
" ";" ";" ";"2014";509;927
" ";" ";" ";"2015";812;1652
" ";" ";" ";"2016";778;1452
" ";" ";" ";"2017";776;1434
" ";" ";"Francija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";1626;2488
" ";" ";" ";"2011";2103;3507
" ";" ";" ";"2012";2863;4912
" ";" ";" ";"2013";3501;6241
" ";" ";" ";"2014";3644;6590
" ";" ";" ";"2015";4301;7856
" ";" ";" ";"2016";4026;6717
" ";" ";" ";"2017";4290;7990
" ";" ";"Grèija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";139;252
" ";" ";" ";"2011";93;158
" ";" ";" ";"2012";145;248
" ";" ";" ";"2013";180;291
" ";" ";" ";"2014";179;323
" ";" ";" ";"2015";225;406
" ";" ";" ";"2016";216;410
" ";" ";" ";"2017";220;384
" ";" ";"Hrvaška"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";544;705
" ";" ";" ";"2011";659;1056
" ";" ";" ";"2012";912;1420
" ";" ";" ";"2013";1212;1845
" ";" ";" ";"2014";1234;1959
" ";" ";" ";"2015";1641;2403
" ";" ";" ";"2016";2052;3110
" ";" ";" ";"2017";2020;2907
" ";" ";"Irska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";569;869
" ";" ";" ";"2011";460;845
" ";" ";" ";"2012";426;760
" ";" ";" ";"2013";756;1237
" ";" ";" ";"2014";631;1082
" ";" ";" ";"2015";1165;1888
" ";" ";" ";"2016";1075;1870
" ";" ";" ";"2017";996;1733
" ";" ";"Islandija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";26;43
" ";" ";" ";"2011";29;51
" ";" ";" ";"2012";60;127
" ";" ";" ";"2013";46;84
" ";" ";" ";"2014";46;99
" ";" ";" ";"2015";92;233
" ";" ";" ";"2016";39;89
" ";" ";" ";"2017";67;150
" ";" ";"Italija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";2115;3124
" ";" ";" ";"2011";2476;3950
" ";" ";" ";"2012";2733;4549
" ";" ";" ";"2013";3993;5965
" ";" ";" ";"2014";3986;6074
" ";" ";" ";"2015";5171;8234
" ";" ";" ";"2016";5732;9072
" ";" ";" ";"2017";5595;8959
" ";" ";"Latvija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";86;112
" ";" ";" ";"2011";41;73
" ";" ";" ";"2012";93;138
" ";" ";" ";"2013";89;133
" ";" ";" ";"2014";69;167
" ";" ";" ";"2015";77;168
" ";" ";" ";"2016";107;212
" ";" ";" ";"2017";75;128
" ";" ";"Litva"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";62;83
" ";" ";" ";"2011";43;82
" ";" ";" ";"2012";58;102
" ";" ";" ";"2013";166;458
" ";" ";" ";"2014";64;107
" ";" ";" ";"2015";91;125
" ";" ";" ";"2016";86;145
" ";" ";" ";"2017";89;122
" ";" ";"Luksemburg"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";23;35
" ";" ";" ";"2011";60;96
" ";" ";" ";"2012";42;67
" ";" ";" ";"2013";40;81
" ";" ";" ";"2014";67;111
" ";" ";" ";"2015";39;62
" ";" ";" ";"2016";57;130
" ";" ";" ";"2017";131;268
" ";" ";"Madžarska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";424;690
" ";" ";" ";"2011";526;965
" ";" ";" ";"2012";869;1487
" ";" ";" ";"2013";736;1170
" ";" ";" ";"2014";493;981
" ";" ";" ";"2015";772;1180
" ";" ";" ";"2016";728;1201
" ";" ";" ";"2017";722;1198
" ";" ";"Makedonija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";169;267
" ";" ";" ";"2011";140;259
" ";" ";" ";"2012";176;290
" ";" ";" ";"2013";204;383
" ";" ";" ";"2014";209;336
" ";" ";" ";"2015";300;561
" ";" ";" ";"2016";307;527
" ";" ";" ";"2017";308;635
" ";" ";"Malta"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";9;19
" ";" ";" ";"2011";30;70
" ";" ";" ";"2012";20;45
" ";" ";" ";"2013";34;85
" ";" ";" ";"2014";35;77
" ";" ";" ";"2015";55;105
" ";" ";" ";"2016";53;138
" ";" ";" ";"2017";90;229
" ";" ";"Nemèija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";2203;4420
" ";" ";" ";"2011";2403;4073
" ";" ";" ";"2012";3138;5880
" ";" ";" ";"2013";3876;6940
" ";" ";" ";"2014";4117;6826
" ";" ";" ";"2015";5743;9506
" ";" ";" ";"2016";5739;9385
" ";" ";" ";"2017";6761;11366
" ";" ";"Nizozemska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";844;1610
" ";" ";" ";"2011";1095;2051
" ";" ";" ";"2012";915;1555
" ";" ";" ";"2013";1458;2611
" ";" ";" ";"2014";1289;2157
" ";" ";" ";"2015";2172;3774
" ";" ";" ";"2016";2253;4224
" ";" ";" ";"2017";2632;5359
" ";" ";"Norveška"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";269;424
" ";" ";" ";"2011";228;411
" ";" ";" ";"2012";234;438
" ";" ";" ";"2013";222;355
" ";" ";" ";"2014";265;428
" ";" ";" ";"2015";321;528
" ";" ";" ";"2016";324;546
" ";" ";" ";"2017";342;660
" ";" ";"Poljska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";471;831
" ";" ";" ";"2011";681;1232
" ";" ";" ";"2012";694;1152
" ";" ";" ";"2013";878;1303
" ";" ";" ";"2014";771;1123
" ";" ";" ";"2015";1012;1604
" ";" ";" ";"2016";1014;1656
" ";" ";" ";"2017";1033;1719
" ";" ";"Portugalska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";429;645
" ";" ";" ";"2011";605;1047
" ";" ";" ";"2012";643;1139
" ";" ";" ";"2013";644;1169
" ";" ";" ";"2014";492;825
" ";" ";" ";"2015";718;1224
" ";" ";" ";"2016";733;1368
" ";" ";" ";"2017";814;1477
" ";" ";"Romunija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";180;237
" ";" ";" ";"2011";190;343
" ";" ";" ";"2012";232;351
" ";" ";" ";"2013";421;657
" ";" ";" ";"2014";331;589
" ";" ";" ";"2015";413;727
" ";" ";" ";"2016";503;759
" ";" ";" ";"2017";414;634
" ";" ";"Ruska federacija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";107;164
" ";" ";" ";"2011";192;381
" ";" ";" ";"2012";208;464
" ";" ";" ";"2013";421;756
" ";" ";" ";"2014";410;725
" ";" ";" ";"2015";561;1014
" ";" ";" ";"2016";443;756
" ";" ";" ";"2017";566;1075
" ";" ";"Slovaška"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";200;378
" ";" ";" ";"2011";385;600
" ";" ";" ";"2012";352;580
" ";" ";" ";"2013";363;543
" ";" ";" ";"2014";293;534
" ";" ";" ";"2015";391;603
" ";" ";" ";"2016";454;661
" ";" ";" ";"2017";389;594
" ";" ";"Srbija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";524;827
" ";" ";" ";"2011";538;1021
" ";" ";" ";"2012";802;1387
" ";" ";" ";"2013";948;1541
" ";" ";" ";"2014";1071;1828
" ";" ";" ";"2015";1597;2647
" ";" ";" ";"2016";2290;3792
" ";" ";" ";"2017";2148;3895
" ";" ";"Španija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";1872;2840
" ";" ";" ";"2011";1681;2665
" ";" ";" ";"2012";1846;3061
" ";" ";" ";"2013";2240;3802
" ";" ";" ";"2014";1561;2835
" ";" ";" ";"2015";2419;3867
" ";" ";" ";"2016";2470;4381
" ";" ";" ";"2017";2637;4698
" ";" ";"Švedska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";382;599
" ";" ";" ";"2011";284;557
" ";" ";" ";"2012";356;654
" ";" ";" ";"2013";623;1162
" ";" ";" ";"2014";530;953
" ";" ";" ";"2015";667;1127
" ";" ";" ";"2016";838;1558
" ";" ";" ";"2017";781;1415
" ";" ";"Švica"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";698;1115
" ";" ";" ";"2011";560;942
" ";" ";" ";"2012";759;1325
" ";" ";" ";"2013";939;1615
" ";" ";" ";"2014";1137;2036
" ";" ";" ";"2015";1412;2459
" ";" ";" ";"2016";1290;2319
" ";" ";" ";"2017";1433;2719
" ";" ";"Turèija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";136;215
" ";" ";" ";"2011";212;392
" ";" ";" ";"2012";211;365
" ";" ";" ";"2013";402;784
" ";" ";" ";"2014";378;673
" ";" ";" ";"2015";517;842
" ";" ";" ";"2016";590;1073
" ";" ";" ";"2017";550;1023
" ";" ";"Ukrajina"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";70;89
" ";" ";" ";"2011";167;306
" ";" ";" ";"2012";175;289
" ";" ";" ";"2013";193;474
" ";" ";" ";"2014";128;204
" ";" ";" ";"2015";328;484
" ";" ";" ";"2016";308;392
" ";" ";" ";"2017";217;347
" ";" ";"Združeno kraljestvo"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";3289;5574
" ";" ";" ";"2011";3037;5204
" ";" ";" ";"2012";3719;6828
" ";" ";" ";"2013";4631;8184
" ";" ";" ";"2014";4895;8562
" ";" ";" ";"2015";8375;15101
" ";" ";" ";"2016";8464;15085
" ";" ";" ";"2017";8308;15597
" ";" ";"Južna Afrika"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";18;25
" ";" ";" ";"2011";30;69
" ";" ";" ";"2012";36;93
" ";" ";" ";"2013";65;97
" ";" ";" ";"2014";95;102
" ";" ";" ";"2015";98;135
" ";" ";" ";"2016";147;245
" ";" ";" ";"2017";145;204
" ";" ";"Avstralija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";1241;2203
" ";" ";" ";"2011";1314;2363
" ";" ";" ";"2012";1307;2434
" ";" ";" ";"2013";2422;3510
" ";" ";" ";"2014";3957;5327
" ";" ";" ";"2015";3446;5582
" ";" ";" ";"2016";3512;6449
" ";" ";" ";"2017";3874;6666
" ";" ";"Nova Zelandija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";180;295
" ";" ";" ";"2011";302;536
" ";" ";" ";"2012";297;538
" ";" ";" ";"2013";414;641
" ";" ";" ";"2014";523;746
" ";" ";" ";"2015";623;962
" ";" ";" ";"2016";676;1094
" ";" ";" ";"2017";792;1238
" ";" ";"Izrael"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";113;182
" ";" ";" ";"2011";106;176
" ";" ";" ";"2012";185;271
" ";" ";" ";"2013";259;373
" ";" ";" ";"2014";255;360
" ";" ";" ";"2015";307;450
" ";" ";" ";"2016";317;513
" ";" ";" ";"2017";272;431
" ";" ";"Japonska"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";420;652
" ";" ";" ";"2011";524;855
" ";" ";" ";"2012";694;1230
" ";" ";" ";"2013";677;1120
" ";" ";" ";"2014";534;897
" ";" ";" ";"2015";721;1315
" ";" ";" ";"2016";627;1176
" ";" ";" ";"2017";513;987
" ";" ";"Kitajska (Ljudska republika)"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";201;333
" ";" ";" ";"2011";302;513
" ";" ";" ";"2012";552;919
" ";" ";" ";"2013";525;936
" ";" ";" ";"2014";577;1041
" ";" ";" ";"2015";836;1435
" ";" ";" ";"2016";855;1390
" ";" ";" ";"2017";797;1308
" ";" ";"Koreja (Republika)"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";193;331
" ";" ";" ";"2011";325;615
" ";" ";" ";"2012";514;815
" ";" ";" ";"2013";446;691
" ";" ";" ";"2014";741;1333
" ";" ";" ";"2015";1321;2461
" ";" ";" ";"2016";1804;3450
" ";" ";" ";"2017";1931;3893
" ";" ";"Brazilija"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";206;363
" ";" ";" ";"2011";228;393
" ";" ";" ";"2012";418;767
" ";" ";" ";"2013";559;1001
" ";" ";" ";"2014";917;1713
" ";" ";" ";"2015";1141;2036
" ";" ";" ";"2016";978;1751
" ";" ";" ";"2017";813;1530
" ";" ";"Kanada"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";553;967
" ";" ";" ";"2011";570;1010
" ";" ";" ";"2012";656;1188
" ";" ";" ";"2013";857;1484
" ";" ";" ";"2014";1219;1909
" ";" ";" ";"2015";1564;2950
" ";" ";" ";"2016";1564;2920
" ";" ";" ";"2017";1510;2856
" ";" ";"Združene države (ZDA)"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";1518;2394
" ";" ";" ";"2011";1589;2864
" ";" ";" ";"2012";1811;3617
" ";" ";" ";"2013";2084;3551
" ";" ";" ";"2014";2604;4367
" ";" ";" ";"2015";3750;6695
" ";" ";" ";"2016";3972;7219
" ";" ";" ";"2017";4192;7797
" ";"Zasebne sobe, apartmaji, hiše"
" ";" ";"Avstrija"
" ";" ";" ";"2008";90;492
" ";" ";" ";"2009";142;251
" ";" ";" ";"2010";248;602
" ";" ";" ";"2011";359;1006
" ";" ";" ";"2012";494;982
" ";" ";" ";"2013";784;1591
" ";" ";" ";"2014";925;1504
" ";" ";" ";"2015";1341;2328
" ";" ";" ";"2016";2212;3856
" ";" ";" ";"2017";3634;6205
" ";" ";"Belgija"
" ";" ";" ";"2008";79;346
" ";" ";" ";"2009";102;287
" ";" ";" ";"2010";157;617
" ";" ";" ";"2011";317;805
" ";" ";" ";"2012";440;1473
" ";" ";" ";"2013";553;1252
" ";" ";" ";"2014";641;1333
" ";" ";" ";"2015";860;1848
" ";" ";" ";"2016";1285;2899
" ";" ";" ";"2017";2576;5148
" ";" ";"Bolgarija"
" ";" ";" ";"2008";40;147
" ";" ";" ";"2009";39;109
" ";" ";" ";"2010";106;290
" ";" ";" ";"2011";132;231
" ";" ";" ";"2012";369;778
" ";" ";" ";"2013";547;982
" ";" ";" ";"2014";664;1880
" ";" ";" ";"2015";811;1611
" ";" ";" ";"2016";994;2023
" ";" ";" ";"2017";1236;2551
" ";" ";"Bosna in Hercegovina"
" ";" ";" ";"2008";75;367
" ";" ";" ";"2009";35;71
" ";" ";" ";"2010";112;289
" ";" ";" ";"2011";150;367
" ";" ";" ";"2012";329;694
" ";" ";" ";"2013";422;790
" ";" ";" ";"2014";596;1291
" ";" ";" ";"2015";612;1225
" ";" ";" ";"2016";850;1735
" ";" ";" ";"2017";1323;2580
" ";" ";"Ciper"
" ";" ";" ";"2008";1;1
" ";" ";" ";"2009";1;1
" ";" ";" ";"2010";6;14
" ";" ";" ";"2011";1;1
" ";" ";" ";"2012";4;8
" ";" ";" ";"2013";2;17
" ";" ";" ";"2014";20;45
" ";" ";" ";"2015";14;27
" ";" ";" ";"2016";12;28
" ";" ";" ";"2017";37;90
" ";" ";"Èeška republika"
" ";" ";" ";"2008";55;509
" ";" ";" ";"2009";98;338
" ";" ";" ";"2010";132;403
" ";" ";" ";"2011";207;955
" ";" ";" ";"2012";248;566
" ";" ";" ";"2013";362;913
" ";" ";" ";"2014";384;861
" ";" ";" ";"2015";459;1023
" ";" ";" ";"2016";687;1498
" ";" ";" ";"2017";1234;2547
" ";" ";"Èrna gora"
" ";" ";" ";"2008";10;36
" ";" ";" ";"2009";15;34
" ";" ";" ";"2010";40;160
" ";" ";" ";"2011";41;251
" ";" ";" ";"2012";89;215
" ";" ";" ";"2013";128;231
" ";" ";" ";"2014";170;364
" ";" ";" ";"2015";157;324
" ";" ";" ";"2016";208;662
" ";" ";" ";"2017";317;637
" ";" ";"Danska"
" ";" ";" ";"2008";29;181
" ";" ";" ";"2009";48;126
" ";" ";" ";"2010";80;194
" ";" ";" ";"2011";130;620
" ";" ";" ";"2012";90;293
" ";" ";" ";"2013";139;325
" ";" ";" ";"2014";132;284
" ";" ";" ";"2015";211;478
" ";" ";" ";"2016";286;811
" ";" ";" ";"2017";588;1414
" ";" ";"Estonija"
" ";" ";" ";"2008";5;11
" ";" ";" ";"2009";3;5
" ";" ";" ";"2010";11;30
" ";" ";" ";"2011";36;113
" ";" ";" ";"2012";19;37
" ";" ";" ";"2013";61;112
" ";" ";" ";"2014";48;178
" ";" ";" ";"2015";79;181
" ";" ";" ";"2016";74;190
" ";" ";" ";"2017";101;179
" ";" ";"Finska"
" ";" ";" ";"2008";125;622
" ";" ";" ";"2009";177;898
" ";" ";" ";"2010";222;798
" ";" ";" ";"2011";217;894
" ";" ";" ";"2012";282;1026
" ";" ";" ";"2013";437;1492
" ";" ";" ";"2014";444;1598
" ";" ";" ";"2015";405;1339
" ";" ";" ";"2016";580;1661
" ";" ";" ";"2017";1138;3051
" ";" ";"Francija"
" ";" ";" ";"2008";156;944
" ";" ";" ";"2009";386;1321
" ";" ";" ";"2010";588;1941
" ";" ";" ";"2011";827;2708
" ";" ";" ";"2012";1023;2199
" ";" ";" ";"2013";1329;2765
" ";" ";" ";"2014";1433;2876
" ";" ";" ";"2015";1838;3933
" ";" ";" ";"2016";2474;5756
" ";" ";" ";"2017";4187;9239
" ";" ";"Grèija"
" ";" ";" ";"2008";23;111
" ";" ";" ";"2009";19;32
" ";" ";" ";"2010";90;245
" ";" ";" ";"2011";40;144
" ";" ";" ";"2012";60;142
" ";" ";" ";"2013";134;328
" ";" ";" ";"2014";174;333
" ";" ";" ";"2015";180;429
" ";" ";" ";"2016";349;812
" ";" ";" ";"2017";435;857
" ";" ";"Hrvaška"
" ";" ";" ";"2008";851;4152
" ";" ";" ";"2009";1046;4136
" ";" ";" ";"2010";1123;4255
" ";" ";" ";"2011";1193;4386
" ";" ";" ";"2012";1293;8423
" ";" ";" ";"2013";1356;6499
" ";" ";" ";"2014";1228;3598
" ";" ";" ";"2015";1490;2934
" ";" ";" ";"2016";1867;3645
" ";" ";" ";"2017";3342;6394
" ";" ";"Irska"
" ";" ";" ";"2008";37;143
" ";" ";" ";"2009";161;440
" ";" ";" ";"2010";206;388
" ";" ";" ";"2011";224;439
" ";" ";" ";"2012";145;395
" ";" ";" ";"2013";209;447
" ";" ";" ";"2014";160;327
" ";" ";" ";"2015";153;354
" ";" ";" ";"2016";270;633
" ";" ";" ";"2017";508;1304
" ";" ";"Islandija"
" ";" ";" ";"2008";4;15
" ";" ";" ";"2009";-;-
" ";" ";" ";"2010";41;65
" ";" ";" ";"2011";46;78
" ";" ";" ";"2012";5;17
" ";" ";" ";"2013";6;22
" ";" ";" ";"2014";30;93
" ";" ";" ";"2015";17;69
" ";" ";" ";"2016";22;43
" ";" ";" ";"2017";72;196
" ";" ";"Italija"
" ";" ";" ";"2008";384;1208
" ";" ";" ";"2009";419;1103
" ";" ";" ";"2010";950;2171
" ";" ";" ";"2011";1013;2502
" ";" ";" ";"2012";2088;4269
" ";" ";" ";"2013";3302;6280
" ";" ";" ";"2014";3870;7178
" ";" ";" ";"2015";5331;10063
" ";" ";" ";"2016";8402;16486
" ";" ";" ";"2017";12647;23865
" ";" ";"Latvija"
" ";" ";" ";"2008";6;21
" ";" ";" ";"2009";10;54
" ";" ";" ";"2010";43;141
" ";" ";" ";"2011";8;56
" ";" ";" ";"2012";12;26
" ";" ";" ";"2013";26;42
" ";" ";" ";"2014";45;154
" ";" ";" ";"2015";46;162
" ";" ";" ";"2016";61;125
" ";" ";" ";"2017";113;290
" ";" ";"Litva"
" ";" ";" ";"2008";13;150
" ";" ";" ";"2009";18;40
" ";" ";" ";"2010";38;86
" ";" ";" ";"2011";24;87
" ";" ";" ";"2012";30;88
" ";" ";" ";"2013";67;276
" ";" ";" ";"2014";62;147
" ";" ";" ";"2015";73;248
" ";" ";" ";"2016";122;301
" ";" ";" ";"2017";197;415
" ";" ";"Luksemburg"
" ";" ";" ";"2008";-;-
" ";" ";" ";"2009";1;4
" ";" ";" ";"2010";1;1
" ";" ";" ";"2011";9;22
" ";" ";" ";"2012";15;24
" ";" ";" ";"2013";19;29
" ";" ";" ";"2014";22;61
" ";" ";" ";"2015";16;59
" ";" ";" ";"2016";66;138
" ";" ";" ";"2017";85;181
" ";" ";"Madžarska"
" ";" ";" ";"2008";113;752
" ";" ";" ";"2009";143;301
" ";" ";" ";"2010";317;973
" ";" ";" ";"2011";214;635
" ";" ";" ";"2012";364;1171
" ";" ";" ";"2013";490;1064
" ";" ";" ";"2014";775;1593
" ";" ";" ";"2015";1068;1901
" ";" ";" ";"2016";1117;2111
" ";" ";" ";"2017";1761;3330
" ";" ";"Makedonija"
" ";" ";" ";"2008";77;491
" ";" ";" ";"2009";73;335
" ";" ";" ";"2010";206;891
" ";" ";" ";"2011";231;1162
" ";" ";" ";"2012";311;1088
" ";" ";" ";"2013";304;924
" ";" ";" ";"2014";362;1223
" ";" ";" ";"2015";343;1118
" ";" ";" ";"2016";423;1436
" ";" ";" ";"2017";546;1215
" ";" ";"Malta"
" ";" ";" ";"2008";1;5
" ";" ";" ";"2009";4;31
" ";" ";" ";"2010";13;49
" ";" ";" ";"2011";23;39
" ";" ";" ";"2012";40;76
" ";" ";" ";"2013";47;113
" ";" ";" ";"2014";62;142
" ";" ";" ";"2015";80;200
" ";" ";" ";"2016";80;229
" ";" ";" ";"2017";123;319
" ";" ";"Nemèija"
" ";" ";" ";"2008";314;1466
" ";" ";" ";"2009";542;1946
" ";" ";" ";"2010";878;3418
" ";" ";" ";"2011";1023;3116
" ";" ";" ";"2012";1436;4053
" ";" ";" ";"2013";1821;3858
" ";" ";" ";"2014";2239;4326
" ";" ";" ";"2015";2964;6184
" ";" ";" ";"2016";4196;8783
" ";" ";" ";"2017";8307;16758
" ";" ";"Nizozemska"
" ";" ";" ";"2008";95;315
" ";" ";" ";"2009";176;445
" ";" ";" ";"2010";212;474
" ";" ";" ";"2011";320;936
" ";" ";" ";"2012";398;1179
" ";" ";" ";"2013";704;1699
" ";" ";" ";"2014";740;1498
" ";" ";" ";"2015";876;1841
" ";" ";" ";"2016";1332;2935
" ";" ";" ";"2017";2912;6505
" ";" ";"Norveška"
" ";" ";" ";"2008";21;78
" ";" ";" ";"2009";36;67
" ";" ";" ";"2010";51;95
" ";" ";" ";"2011";73;150
" ";" ";" ";"2012";41;75
" ";" ";" ";"2013";84;183
" ";" ";" ";"2014";108;244
" ";" ";" ";"2015";133;381
" ";" ";" ";"2016";187;371
" ";" ";" ";"2017";381;1152
" ";" ";"Poljska"
" ";" ";" ";"2008";47;398
" ";" ";" ";"2009";81;224
" ";" ";" ";"2010";218;2256
" ";" ";" ";"2011";236;1266
" ";" ";" ";"2012";246;731
" ";" ";" ";"2013";444;1020
" ";" ";" ";"2014";466;1282
" ";" ";" ";"2015";626;1687
" ";" ";" ";"2016";929;1875
" ";" ";" ";"2017";1791;3925
" ";" ";"Portugalska"
" ";" ";" ";"2008";19;108
" ";" ";" ";"2009";69;128
" ";" ";" ";"2010";124;305
" ";" ";" ";"2011";111;279
" ";" ";" ";"2012";160;361
" ";" ";" ";"2013";215;432
" ";" ";" ";"2014";183;320
" ";" ";" ";"2015";227;411
" ";" ";" ";"2016";372;680
" ";" ";" ";"2017";641;1584
" ";" ";"Romunija"
" ";" ";" ";"2008";224;830
" ";" ";" ";"2009";365;1365
" ";" ";" ";"2010";376;1327
" ";" ";" ";"2011";355;1130
" ";" ";" ";"2012";384;692
" ";" ";" ";"2013";653;1064
" ";" ";" ";"2014";750;1432
" ";" ";" ";"2015";956;2301
" ";" ";" ";"2016";896;1586
" ";" ";" ";"2017";1378;2557
" ";" ";"Ruska federacija"
" ";" ";" ";"2008";43;132
" ";" ";" ";"2009";47;161
" ";" ";" ";"2010";126;490
" ";" ";" ";"2011";191;897
" ";" ";" ";"2012";398;1376
" ";" ";" ";"2013";717;2759
" ";" ";" ";"2014";933;2948
" ";" ";" ";"2015";1014;2722
" ";" ";" ";"2016";1173;3151
" ";" ";" ";"2017";1613;4246
" ";" ";"Slovaška"
" ";" ";" ";"2008";36;101
" ";" ";" ";"2009";59;143
" ";" ";" ";"2010";141;444
" ";" ";" ";"2011";126;429
" ";" ";" ";"2012";140;336
" ";" ";" ";"2013";246;432
" ";" ";" ";"2014";296;641
" ";" ";" ";"2015";359;658
" ";" ";" ";"2016";495;1098
" ";" ";" ";"2017";1104;2140
" ";" ";"Srbija"
" ";" ";" ";"2008";138;550
" ";" ";" ";"2009";165;685
" ";" ";" ";"2010";356;1036
" ";" ";" ";"2011";596;1634
" ";" ";" ";"2012";648;1612
" ";" ";" ";"2013";1071;2205
" ";" ";" ";"2014";1144;2138
" ";" ";" ";"2015";1537;4100
" ";" ";" ";"2016";1973;3826
" ";" ";" ";"2017";2412;4398
" ";" ";"Španija"
" ";" ";" ";"2008";122;524
" ";" ";" ";"2009";425;1017
" ";" ";" ";"2010";620;2040
" ";" ";" ";"2011";590;1471
" ";" ";" ";"2012";622;1494
" ";" ";" ";"2013";979;2346
" ";" ";" ";"2014";1015;2110
" ";" ";" ";"2015";1207;2748
" ";" ";" ";"2016";1978;4764
" ";" ";" ";"2017";3417;8248
" ";" ";"Švedska"
" ";" ";" ";"2008";31;126
" ";" ";" ";"2009";64;208
" ";" ";" ";"2010";97;384
" ";" ";" ";"2011";108;232
" ";" ";" ";"2012";127;416
" ";" ";" ";"2013";177;547
" ";" ";" ";"2014";158;400
" ";" ";" ";"2015";216;455
" ";" ";" ";"2016";355;809
" ";" ";" ";"2017";823;1655
" ";" ";"Švica"
" ";" ";" ";"2008";68;173
" ";" ";" ";"2009";91;223
" ";" ";" ";"2010";174;512
" ";" ";" ";"2011";171;500
